LOCATION	Country	VARIABLE	Variable	FREQUENCY	Frequency	TIME	Time	Unit Code	Unit	PowerCode Code	PowerCode	Reference Period Code	Reference Period	Value	Flag Codes	Flags
AUS	Austrália	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2016_17	2016-17	-4.98813034813566		
AUT	Áustria	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2010	2010	-6.20670521296688		
BEL	Bélgica	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2015	2015	-8.92384361514149		
CAN	Canadá	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2012	2012	-7.96978476733094		
CZE	República Checa	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2010	2010	-9.58740550283853		
DNK	Dinamarca	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2010	2010	-5.78484654596337		
FIN	Finlândia	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2010	2010	-7.87845603146406		
FRA	França	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2014	2014	-11.3769860364554		
DEU	Alemanha	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2015	2015	-6.60226105396361		
GRC	Grécia	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2010	2010	-7.99496411338092		
HUN	Hungria	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2005	2005	-7.98658838331927		
ISL	Islândia	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2005	2005	-9.91557266305462		
IRL	Irlanda	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2017	2017	-6.79487297859693		
ITA	Itália	GDPV_ANNPCT	Gross domestic product, volume, growth	A	Annual	2020	2020	PC	Percentage	0	Units	2010	2010	-11.2766663375498		
